text,sentiment,source
i have a scar on top of my lip and it hurts when I smile. ,negative,twitter
@craigritchie Thanks for the #followfriday Craig! Right back at ya ,positive,twitter
new camera  canon rebel xs! so i deleted most of my flickr photostream haha http://www.flickr.com/photos/jenniferkelly/,positive,twitter
Blah! Texted my phonebook and like everyone's asleep ,negative,twitter
#FollowFriday @colleengleason is a supremely gifted writer whose words are as precious as diamonds. You will LOVE all she Tweets/writes ,positive,twitter
having my green smoothie  http://www.realtrophywife.com,positive,twitter
"as usual, u have surpassed yourselves. Big thanx!  I'll feed all this into Google l8r and c what comes out. Right now.. must write! x",positive,twitter
So Jon and Kate are over. I'm actually quite sad. ,negative,twitter
@jodylo  Great minds think alike.,positive,twitter
"God, random trips to walmart at 2am are amazing, especially when you get really good, raw finds. ",positive,twitter
thanks everyone for the follow fridays! ,positive,twitter
Bummed when the NFL takes a break...  ,negative,twitter
@DavidArchie So that's your second most favorite? ,positive,twitter
@strangelady Everything will be ok. At least you'll be getting something for your money. I still have that crap school to pay for ,negative,twitter
"@vasbestkept Oh, well then eBay will not work for you. ",negative,twitter
To denise.. Well.. This sucks  haha stupid space cakes makes my tummy feel weird..,negative,twitter
@monicalaughs waaah it's only that channel  the only time in my life I will curse the number 69 &gt;:[,negative,twitter
Listening to Pink ,positive,twitter
that's meeeeeeee  -&gt;  http://robo.to/chergaoui,positive,twitter
"@pinwheelgirl wooo hoooo.  good for you, glad you had fun.  i have twin nieces that are 17.  they didn't have a quincenera... ",negative,twitter
"I have to say I hated this movie. I don't like to say that because Gerard Butler is in it. About a half an hour of boring conversation, sorry to all who actually care about the plot, I started fast-forwarding to Gerry's scenes. I really don't know the ending, I was that bored with it. If Gerry wasn't in it, I probably either done one of two things: fell asleep or turned it off, but Gerry is the bright light of this movie, as he is with most of his earlier movies. If you're a fan of Gerry's don't worry, he's as adorable and precious as he always is, but if you actually want to watch the movie for the plot, good luck because you'll need it, either that or lots of coffee or soda to keep you awake! <br /><br />4/10...and that's just because the casting director had the sense to put Gerry in this movie, even though they had no idea of how to spell his name!",negative,imdb
"@eliiiiza  I feel ur pain, I've been unemployed since getting anxiety. blogging.jadecraven.com is my current 1 but im changing everything",positive,twitter
I hope I get fed soon ,negative,twitter
@stosh i can say for all of us we loved it ,positive,twitter
@giggipacho I Lï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½V YOU ,positive,twitter
"re-organizing EVERYTHING today, room, life, perspective, who i surround myself with, time for a new routine ",positive,twitter
"@gen26rocks yeah, well my son is 10 and its like he is 3-4 6 year olds some times  But we are in therapy with him. I am hoping that helps",negative,twitter
nothing to do today  might c a movie with my sister and dad but not sure yet. text me!!!,negative,twitter
Tough WoW raid tonight. Amazing how much the group's skills and 'cohesiveness' has slipped since the last big dungeon  #warcraft,negative,twitter
my body Body temperature--- 101.5 degrees   ugh !!!,negative,twitter
@BLeigh1130 It really is the end of an era!! booo!!! ,negative,twitter
is zzzonked. What a fucking couple of days though ,positive,twitter
@nickjonas i need you nick  come to brasilia,negative,twitter
"getting ready,out with mommy for mothers day ",positive,twitter
fifth yearrr on Monday.  :/,positive,twitter
KTV session at 2pm on a weekday?!?! with my boys!!  bodyaching from the housekeeping!!! awwwwww,positive,twitter
is laying in bed thinking she should go to bed....but why? its summer! ,positive,twitter
"Aww, poor Tess! She almost fell.  Even she was a b***h in the movie. And wow, you can totally tell she's not crying!",negative,twitter
not looking forward to Jeremy leaving today ,negative,twitter
"@itsmonique &quot;this is how we do it&quot; is on, and you're not here to dance with me ",negative,twitter
@Crystal0386 @MCFAN247 YO NEW VA LAMB IN DA HOUSE! @MariahLambsFans  get her in dis!,positive,twitter
is really sad now ,negative,twitter
"late nights !  tonight was fun :] man i really liked that cherry ice-cream i had, to bad sal didnt know what it was called :\",positive,twitter
@simplyvanessa Hmm i really love watching HSM and of crouse love ZANESSA ,positive,twitter
@tromboneforhire  2 hours in photoshop ftw.,positive,twitter
"@ACRead save them up, they convert to paper ",positive,twitter
@A1ix Your welcome  I love it.,positive,twitter
Anyone know how to return an iPhone app?  I just got an app that doesn't work. ,negative,twitter
@twista202 I've been doing it since year 7. I like learning languages ,positive,twitter
@aprilyvonnex3 - it's so hard to hang out with you. your schedule and mine clash and doesn't work out too well. ,negative,twitter
I met so many wonderful ppl.Im gonna miss my little Faith so badly!I hoper she never forgets me.I eill make sure 2 visit as soon as I can ,negative,twitter
smh* that's right! 5 reps later - it's all fixed. ,positive,twitter
@mickeygirl12345 I think im gona go look. haha. well gtg talk later bye ,positive,twitter
Grillin some turkey sausage...  what a day,negative,twitter
Well 3 finals in one day can definitely bring ones spirits down! ,negative,twitter
is dissapointed with her ray bans ,negative,twitter
@rxgcrew who is in charge of the tweets now? talagang si Jude lang binati mo ha?! ,negative,twitter
@killer_cob Just the Sunday at Download. The day of the old farty bands ,positive,twitter
@TradingGoddess and life goes one... ,positive,twitter
3 more exams 2 today and 1 tomorrow  Wish me luck! Pray for me.,negative,twitter
school  but last day =D,negative,twitter
"@Fuzzy2230 Eh, idk yet...I'm not done, haha...almost, though ",positive,twitter
@OrangeChuck Thank you! I'm glad to know I'm not the only one  My hubby gets irritated but he's gone so nobody to regulate me. Not good!,positive,twitter
@tsarnick yep - they have been losing tho... ,negative,twitter
@YoungQ there is a reason I buy cheap paint..cause I don't know what i'm doing half the time and I can't afford to re-do it ,positive,twitter
@Esseykay If pixiemom and I had known we would have offered a couch.  #helpingfriends,negative,twitter
"@bluefur Pumpkin bread, hummus and dried mango!!  To name a few ",positive,twitter
"@shortyyyy Thank you  I liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; XD",positive,twitter
@ihatemornings indeed we could - Pop over - their Maypole Ale is on offer at Â£2 which is helping things along ,positive,twitter
"So I played the demo for Wolverine Origins on 360 yesterdayï¿½boy do they not shy from the blood. Cutting off limbs, etc. NICE ",positive,twitter
eating teeth and lips ,positive,twitter
@sodapopcomics You suck. ,negative,twitter
@dannygokey1 Oh Hi Danny!! Wish you a good health cause you're busy!!  take care!! Hope to see you here in the Philippines soon!! ,positive,twitter
i'm off to go look for that handbag i wanted today! i'm glad kids are all back at school now  hah,positive,twitter
i got no sleep last night and i feel like shit fakjhgdfgh great day! ,negative,twitter
going to dinner for Grandpa's birthday today...Hope Hanz behaves...hehehee..Both father and son will be in stripes! Soo cute ,positive,twitter
@kissesandcake Yeah I am haha  What's shannon's URL :0,positive,twitter
"Lastnights party (N) I spewed everywhere haha, threw chocolate cake on the cieling though ",positive,twitter
@pankajmalani so my tweeting duznt count anymore?! ,negative,twitter
why isn't the sun out? ,negative,twitter
Disapointed about some people of my family  ... xD,negative,twitter
ITS FRIDAY !    in a good wee mood.,positive,twitter
"@OnTheThrottleTV Stay warm, Dave. ",positive,twitter
Today is a big day!! ,positive,twitter
massive headache ,negative,twitter
"morning tweets, well i've got into work on a bright sunny day what a shame i have to work! ",negative,twitter
@childrensjewell  I promise I really love them  had a little trial on Saturday - the flowergirls are getting v. excited! no need to tweek,positive,twitter
@maremagee You'll have to email me more about your gall bladder issues. I have them too &amp; need more ideas. ,positive,twitter
"Well, activated my Facebook account again... felt lonely ",negative,twitter
@Radioheader ,negative,twitter
ow ow ow. my stomach's hurting ,negative,twitter
@smearbagel went to volente with lauren dave and that's all......  ?,negative,twitter
@antdeshawn awww thank u. Feels good to be here ,positive,twitter
I now feel it was a mistake to eat bk for lunch! It's so busy here ,positive,twitter
@jimdougherty when you see Oprah Monday please tell her Hi from us and that Kelly and I are ready to do the show any time ,positive,twitter
woke up early to take my dog running...now dentist appt ,negative,twitter
SAT Subjects over!!! ,positive,twitter
morning..! gotta get my son ready for his best friend's birthday party! how cute...!  off to have coffee &amp; spend QT with family..later!,positive,twitter
"@youngparmesan nope not yet, after i've finished part of my assignment okay. and YES, you did spell it correctly ",positive,twitter
excited for my weekend off! so much planned for one small weekend ,positive,twitter
@titicuervo i know the news said 100 sat/sun  not looking forward to it. it was already SO hot this past wkend,negative,twitter
"@cessii haha its that time of month, and it frigging hurt. ",negative,twitter
@showtime757 bring it ,positive,twitter
@ashleytisdale http://twitpic.com/6ercx - congratulations!!!!!! love from spain ,positive,twitter
